nameseq,A_AA,A_AC,A_AG,A_AT,A_CA,A_CC,A_CG,A_CT,A_GA,A_GC,A_GG,A_GT,A_TA,A_TC,A_TG,A_TT,C_AA,C_AC,C_AG,C_AT,C_CA,C_CC,C_CG,C_CT,C_GA,C_GC,C_GG,C_GT,C_TA,C_TC,C_TG,C_TT,G_AA,G_AC,G_AG,G_AT,G_CA,G_CC,G_CG,G_CT,G_GA,G_GC,G_GG,G_GT,G_TA,G_TC,G_TG,G_TT,T_AA,T_AC,T_AG,T_AT,T_CA,T_CC,T_CG,T_CT,T_GA,T_GC,T_GG,T_GT,T_TA,T_TC,T_TG,T_TT,label
URS0000000578/uncultured,0,3,1,0,0,4,3,0,2,2,3,2,0,0,1,1,1,0,3,1,2,3,2,0,2,3,1,3,1,3,2,0,2,1,4,1,3,2,4,2,3,3,4,0,1,0,2,1,2,2,0,1,1,0,1,0,2,1,3,0,0,0,0,0,rRNA
URS000000057B/uncultured,5,7,7,2,8,9,13,7,17,7,11,5,5,4,7,2,3,10,14,4,6,7,12,3,9,14,12,8,4,3,8,2,15,9,13,8,8,6,14,7,16,12,19,7,6,5,8,8,4,4,9,1,4,5,5,5,5,8,7,4,1,9,1,3,rRNA
URS000000057C/uncultured,4,7,8,3,5,4,4,7,11,11,14,5,8,3,10,2,6,7,6,4,3,7,3,6,5,10,9,6,7,4,7,3,15,7,10,7,6,4,9,10,8,3,13,9,10,5,6,2,5,2,6,8,6,6,7,6,3,8,5,4,3,4,8,8,rRNA
URS000000057E/Mycobacterium,11,24,16,15,18,18,28,18,18,30,29,25,17,18,19,6,19,19,16,8,24,15,25,13,19,37,45,26,12,12,37,20,33,22,38,20,16,32,42,25,46,26,53,36,22,16,40,21,19,19,19,13,18,21,21,12,14,17,43,24,5,20,16,9,rRNA
URS000000057F/uncultured,2,11,7,3,7,3,9,4,8,12,13,5,6,3,8,2,8,6,9,2,10,6,9,5,7,10,6,2,4,3,9,2,14,5,7,6,6,10,11,8,12,7,21,9,5,4,7,2,5,6,7,4,1,5,3,1,6,7,8,2,1,1,1,2,rRNA
URS0000000580/uncultured,12,19,8,12,12,10,18,16,18,14,17,19,17,16,17,10,15,11,16,10,13,7,9,8,7,11,14,20,7,5,18,9,25,10,20,17,14,10,11,9,19,13,20,8,18,11,20,14,19,13,17,12,10,10,12,9,20,10,15,15,10,8,7,7,rRNA
URS0000000581/uncultured,13,29,20,11,19,29,34,17,23,40,36,22,15,18,25,9,16,22,27,15,28,23,34,15,29,38,48,24,16,14,30,12,40,24,33,26,29,28,44,20,45,43,49,28,24,19,30,18,29,16,25,13,11,19,34,9,15,20,21,18,6,11,9,11,rRNA
URS0000000586/uncultured,6,14,15,8,11,12,18,14,19,23,21,9,16,9,20,7,15,10,13,7,11,8,12,7,17,22,23,10,9,3,19,5,29,17,26,13,12,13,13,19,22,17,28,20,15,8,23,9,15,14,10,10,8,12,14,7,11,6,22,15,6,2,9,5,rRNA
URS000000058A/uncultured,9,7,10,4,9,3,10,3,13,12,14,7,9,2,9,10,10,3,8,3,9,5,4,4,11,11,6,4,6,8,7,3,15,9,13,9,3,4,10,14,14,10,12,9,3,7,10,9,8,4,11,7,5,5,10,5,5,7,9,6,1,6,7,6,rRNA
URS000000058D/uncultured,4,17,12,6,12,10,22,10,10,21,26,6,8,14,18,7,15,8,18,5,15,13,18,9,14,27,19,18,6,4,13,5,30,8,24,13,9,19,23,14,27,17,43,22,15,12,20,9,12,12,11,8,5,11,11,6,16,11,21,7,5,3,6,5,rRNA
URS000000058F/uncultured,5,10,4,6,6,8,15,9,6,13,13,4,10,4,7,5,8,8,11,6,7,3,5,9,12,14,9,6,5,6,7,3,15,12,11,6,8,9,12,6,18,7,20,7,8,5,7,7,3,7,8,4,4,5,11,3,5,6,12,6,4,3,6,2,rRNA
URS000000059A/uncultured,6,12,6,3,6,5,12,9,13,10,13,4,8,4,9,4,8,7,8,6,6,2,7,4,15,13,11,7,6,4,5,4,13,13,9,9,7,8,13,11,9,7,18,6,8,7,11,4,5,7,6,5,5,7,9,3,4,8,11,5,4,0,6,2,rRNA
URS000000059D/uncultured,7,13,8,11,8,9,13,11,6,16,14,11,9,7,13,7,10,5,12,5,11,5,5,6,7,9,10,9,6,4,8,8,17,9,14,9,8,2,9,6,13,12,11,17,15,4,15,11,16,8,13,6,8,7,8,4,13,4,13,8,9,6,7,8,rRNA
URS000000059E/uncultured,8,8,4,2,4,11,7,7,8,13,14,1,7,5,10,3,8,3,6,6,5,4,8,6,9,11,12,5,6,5,7,4,12,10,13,6,9,8,9,10,14,4,8,10,9,5,8,4,2,5,10,8,3,7,7,2,3,7,13,6,3,1,3,4,rRNA
URS00000005A0/uncultured,5,3,6,5,4,7,4,5,5,5,6,2,5,2,0,1,3,3,3,5,3,3,4,3,2,4,8,1,4,3,5,4,5,2,2,7,2,2,5,4,5,3,8,4,7,3,8,4,5,5,3,3,4,4,4,1,3,7,5,2,3,3,0,4,rRNA
URS00000005A3/uncultured,6,8,5,3,7,10,11,7,10,9,16,4,7,3,8,3,8,10,11,6,5,4,6,6,7,12,8,4,7,5,7,5,12,4,15,6,7,8,14,9,15,8,16,11,13,3,9,4,4,8,7,3,1,9,8,1,7,9,10,7,0,3,2,1,rRNA
URS00000005A4/uncultured,4,9,8,7,8,8,11,8,13,11,19,6,11,4,9,3,9,7,8,5,6,4,3,4,6,10,10,5,9,5,10,7,15,6,11,13,8,9,6,8,12,5,10,9,9,7,7,14,11,4,15,7,6,8,4,8,5,10,11,6,7,2,7,5,rRNA
URS00000005A7/uncultured,5,12,10,8,8,13,16,11,12,15,20,6,9,8,13,4,11,8,13,4,10,11,10,4,13,19,24,7,7,8,13,8,23,11,20,13,11,11,22,12,23,12,35,15,11,10,11,7,9,13,7,3,2,8,14,7,14,9,16,7,1,2,4,4,rRNA
URS00000005A8/uncultured,3,8,8,5,6,6,9,5,8,5,9,13,3,12,7,2,4,11,9,3,10,6,14,9,7,12,12,7,3,7,10,8,11,7,5,9,8,11,11,8,12,14,14,7,7,4,14,5,8,6,8,3,10,9,5,6,5,9,8,6,3,5,5,4,rRNA
URS00000005AC/aquatic,9,20,12,12,13,11,15,12,19,17,26,8,16,10,20,11,13,7,14,12,12,8,7,5,10,13,14,13,13,3,16,7,25,9,24,19,10,11,11,9,17,11,16,17,20,13,11,15,14,12,15,14,9,12,10,12,18,8,17,13,12,3,9,8,rRNA
URS00000005AD/uncultured,4,9,7,3,10,12,10,9,12,11,13,4,5,4,6,2,9,9,7,5,8,6,14,5,8,16,19,5,5,7,11,6,16,10,14,3,6,12,16,11,17,11,15,11,8,5,11,9,3,8,9,4,3,6,8,4,4,11,14,5,1,3,2,3,rRNA
URS00000005BB/uncultured,6,10,9,7,18,9,15,8,12,19,15,4,8,11,15,8,12,10,10,4,6,8,8,8,14,16,19,11,5,4,13,5,28,7,18,16,8,12,16,8,18,9,23,18,12,5,14,9,6,9,12,10,5,7,11,6,9,11,16,7,8,6,6,7,rRNA
URS00000005BE/Candidatus,55,51,75,38,44,49,44,47,49,45,64,71,61,38,58,40,62,19,47,31,29,24,29,24,42,33,52,50,41,24,39,28,98,43,67,51,29,31,43,45,70,40,64,55,51,38,47,47,72,31,58,30,26,38,36,37,62,39,47,35,37,32,48,38,rRNA
URS00000005BF/uncultured,16,24,26,12,25,15,29,26,30,39,31,30,18,22,29,15,26,17,26,11,21,15,21,20,23,36,28,23,16,13,27,18,49,22,42,25,21,21,30,29,38,28,38,23,26,17,42,16,21,21,29,20,21,21,16,9,25,17,35,23,12,11,18,17,rRNA
URS00000005C2/Acidovorax,7,11,7,3,6,5,13,8,14,15,12,4,7,3,8,3,8,4,9,6,8,2,4,4,13,11,13,5,5,3,9,5,13,12,11,9,7,9,11,10,12,6,13,7,8,7,11,6,6,8,7,4,6,7,6,4,3,6,12,6,3,1,6,3,rRNA
URS00000005C5/uncultured,1,0,2,0,1,0,2,2,2,1,4,2,0,1,3,0,1,1,1,1,0,2,2,0,2,2,2,2,1,2,3,1,2,2,3,2,2,1,3,2,1,2,3,1,3,0,1,2,1,3,0,2,2,2,0,0,3,2,1,1,0,1,0,0,rRNA
URS00000005CD/uncultured,13,10,16,8,11,5,14,16,12,16,19,13,13,6,17,10,9,10,8,7,7,5,7,8,13,16,11,8,10,5,11,6,24,9,28,12,7,7,12,13,20,7,18,17,16,9,20,7,11,13,12,9,11,5,9,5,16,15,13,11,5,4,11,8,rRNA
URS00000005CE/uncultured,5,12,5,6,10,5,8,7,8,10,23,7,10,6,8,3,4,6,7,11,5,7,6,4,6,13,12,4,8,2,11,3,20,5,10,12,10,7,6,9,12,8,10,10,9,6,10,6,4,6,13,7,5,8,8,4,7,6,7,7,9,2,7,3,rRNA
URS00000005D0/uncultured,6,11,5,5,7,5,11,5,8,8,12,4,6,4,8,3,6,5,3,2,9,4,6,2,7,12,9,6,4,3,8,3,11,8,10,7,3,7,10,7,16,5,13,10,8,1,11,5,6,6,11,6,5,2,3,3,4,7,7,4,2,1,5,3,rRNA
URS00000005D4/uncultured,22,31,24,16,22,20,22,26,43,27,33,25,18,26,28,19,28,15,24,17,20,11,18,19,21,26,20,21,15,15,23,15,49,23,36,28,17,7,29,22,35,17,34,24,22,19,37,17,30,19,24,15,18,20,21,16,27,16,26,22,13,16,18,19,rRNA
URS00000005DC/uncultured,3,1,0,1,3,2,5,1,6,2,3,1,1,3,1,0,1,1,1,2,2,1,2,2,2,12,3,3,1,1,4,2,4,3,6,4,1,4,4,2,1,2,3,2,3,1,2,3,2,1,2,2,2,4,3,2,0,0,3,1,2,3,2,0,rRNA
URS00000005E5/uncultured,6,10,6,7,5,4,14,8,13,13,15,7,9,5,8,3,8,4,9,4,6,8,3,2,10,14,9,5,6,4,10,4,14,7,9,10,5,4,12,12,14,8,13,9,10,6,14,12,7,10,11,10,6,4,9,5,9,3,11,6,4,3,6,4,rRNA
URS00000005E7/Saccharopolyspora,8,26,14,10,18,16,29,18,19,27,37,24,10,19,19,10,19,19,13,10,24,15,25,19,24,36,43,29,14,15,35,14,32,24,43,19,15,34,46,31,44,32,60,38,23,19,41,16,17,20,20,11,12,20,25,7,19,17,45,21,7,15,20,7,rRNA
URS00000005E8/uncultured,6,14,5,9,8,6,7,12,10,10,16,3,12,4,7,7,7,5,7,6,4,6,5,4,7,7,11,7,8,5,6,5,16,8,11,7,5,5,10,7,14,4,9,8,11,7,8,6,7,5,13,9,7,6,7,2,8,5,10,7,5,4,4,4,rRNA
URS00000005EB/uncultured,13,23,20,17,17,23,21,24,31,24,33,24,20,21,26,13,19,20,15,14,19,12,24,11,19,30,30,18,16,14,19,20,34,18,31,30,19,15,27,15,32,22,39,23,30,14,31,27,34,15,29,17,17,19,23,15,18,22,22,20,11,10,17,8,rRNA
URS00000005F1/uncultured,6,8,5,5,6,9,10,7,8,9,18,5,9,7,8,1,4,9,8,4,6,7,6,3,12,16,14,6,5,3,11,3,11,6,12,11,10,8,12,10,20,7,15,13,10,5,7,6,6,8,10,7,1,7,12,4,1,5,7,6,5,5,6,4,rRNA
URS00000005F2/uncultured,0,6,3,3,4,0,0,3,6,5,4,1,0,4,8,4,4,0,2,1,0,2,1,2,4,3,6,5,4,0,4,1,7,3,11,2,4,2,6,3,7,4,9,6,1,3,3,2,3,2,4,2,2,1,6,3,6,2,3,1,1,2,2,0,rRNA
URS00000005F5/Sphingopyxis,19,23,21,13,20,17,21,30,28,26,25,20,19,25,24,14,21,15,26,7,22,14,20,15,20,27,25,24,16,11,23,17,35,15,30,27,18,17,25,19,35,27,34,20,25,19,33,19,19,22,32,20,16,17,22,9,22,18,28,20,10,9,10,14,rRNA
URS00000005FA/uncultured,11,22,25,17,18,27,26,19,28,30,37,30,15,19,25,11,23,16,19,20,23,12,20,18,19,36,38,20,14,16,29,19,33,21,36,26,22,27,30,19,35,28,41,27,28,22,36,31,32,18,27,14,18,19,29,15,24,20,27,22,16,10,17,15,rRNA
URS00000005FC/uncultured,3,4,7,4,4,9,10,4,11,6,15,9,5,10,3,2,5,7,6,6,2,7,5,7,12,16,9,4,8,8,6,4,14,6,15,5,7,11,17,10,12,9,21,11,11,3,9,4,4,7,10,3,1,4,12,2,6,4,12,7,1,2,6,2,rRNA
URS00000005FE/uncultured,11,21,11,7,11,9,18,13,13,19,21,14,12,6,15,7,15,9,13,6,7,14,15,6,14,16,21,11,12,1,11,7,25,11,23,10,7,12,22,16,27,19,39,16,15,7,17,5,14,9,17,5,5,12,6,6,11,6,17,7,8,8,5,3,rRNA
URS00000005FF/uncultured,5,12,4,5,6,11,7,8,10,10,14,2,8,1,9,5,3,5,7,5,7,4,2,4,11,7,13,2,7,3,11,3,17,7,10,9,8,4,5,6,10,8,9,10,8,9,9,7,5,3,11,8,5,4,8,6,3,7,11,9,2,1,6,2,rRNA
URS0000000605/Burkholderia,9,22,10,14,24,35,110,17,35,66,27,27,7,17,5,3,19,64,56,47,45,86,219,35,51,170,49,36,10,81,68,18,22,53,16,31,50,66,203,31,75,202,70,37,6,74,40,17,10,21,17,17,20,29,66,17,42,57,29,20,2,11,8,5,rRNA
URS000000060B/soil,12,11,17,9,6,11,3,8,5,8,11,5,10,4,9,8,2,14,2,7,10,7,12,10,10,11,16,7,7,4,7,5,10,7,5,13,7,8,9,11,19,12,29,14,9,6,8,4,7,7,5,10,9,6,8,6,2,5,8,9,14,10,21,6,rRNA
URS000000060D/uncultured,4,9,9,4,8,7,8,7,9,10,9,11,8,7,11,6,7,5,8,3,7,4,7,4,8,5,12,6,5,0,9,5,16,5,16,12,3,5,7,3,11,9,18,16,13,4,10,7,11,5,6,7,3,8,9,4,10,9,9,3,4,2,7,1,rRNA
URS0000000610/uncultured,2,5,8,3,5,6,1,3,4,3,10,2,7,4,2,1,2,4,3,6,5,6,3,2,5,2,5,3,2,0,4,3,9,2,4,4,2,5,5,1,8,5,5,6,3,5,3,2,2,5,4,2,6,2,3,1,3,2,5,1,1,0,3,1,rRNA
URS0000000611/uncultured,17,24,28,14,23,27,24,14,26,33,30,24,23,18,19,15,17,16,21,7,21,13,24,14,23,35,42,20,13,9,30,9,46,22,45,28,15,17,32,22,46,20,53,25,21,17,32,12,24,15,21,13,12,23,19,15,21,15,24,16,9,11,9,13,rRNA
URS0000000615/uncultured,2,5,2,2,3,4,4,7,4,2,8,4,5,0,5,0,3,4,3,3,4,1,3,2,5,5,7,1,5,3,1,1,5,4,2,6,3,5,3,6,9,2,8,2,6,4,5,2,1,3,7,5,0,4,2,1,1,5,6,2,2,1,4,0,rRNA
URS0000000618/uncultured,5,1,2,0,3,1,2,2,2,4,4,2,1,1,3,3,2,3,0,3,1,1,2,1,5,3,2,1,1,2,2,2,6,1,5,2,3,1,5,3,3,3,4,2,2,1,1,0,1,4,1,0,0,4,2,2,2,0,3,1,0,3,2,3,rRNA
URS0000000619/uncultured,3,7,3,4,4,6,14,3,6,10,6,5,3,3,5,4,4,6,10,4,6,6,8,6,9,13,12,2,2,3,7,1,11,8,7,5,8,7,12,7,18,11,25,4,4,6,9,3,1,4,7,3,2,2,5,3,4,6,10,3,1,1,5,2,rRNA
URS000000061A/uncultured,1,5,4,3,5,2,3,3,3,3,7,1,4,3,4,4,4,4,3,1,5,2,3,3,7,9,4,3,1,1,4,2,4,3,4,4,4,6,6,8,8,0,4,3,3,3,8,3,0,4,6,4,1,3,1,2,3,8,8,1,1,1,3,0,rRNA
URS000000061B/uncultured,6,10,9,6,6,10,13,9,13,16,17,5,8,8,11,7,10,4,11,5,7,6,9,9,4,12,15,12,7,8,10,7,22,9,20,9,9,8,14,9,19,10,19,19,8,5,12,6,15,8,4,8,2,9,11,5,14,6,12,5,6,8,10,6,rRNA
URS000000061E/uncultured,13,14,19,5,12,12,16,13,8,13,19,15,9,5,17,8,14,8,8,7,8,5,9,6,11,15,8,10,11,3,12,9,26,8,19,11,6,5,13,13,22,13,19,18,15,8,16,7,13,14,9,9,7,7,8,4,13,8,19,8,8,6,9,9,rRNA
URS000000061F/uncultured,9,9,4,2,7,5,3,10,12,7,9,2,6,4,10,5,7,4,4,4,3,2,5,5,6,10,5,4,3,2,8,8,12,6,12,6,4,8,3,8,12,3,10,4,5,4,8,5,3,4,8,9,4,6,6,2,5,5,10,7,5,2,7,4,rRNA
URS0000000620/uncultured,4,10,3,2,9,8,9,7,10,12,15,3,4,4,7,0,8,7,6,4,6,6,12,6,8,16,22,2,3,6,10,2,13,9,16,8,5,10,16,11,19,8,13,8,6,5,10,8,2,5,8,1,3,9,7,2,5,9,7,7,1,2,3,3,rRNA
URS0000000622/uncultured,4,7,5,3,4,12,8,5,3,5,8,12,5,11,3,4,4,7,9,5,6,0,7,8,8,8,8,4,7,7,10,9,9,4,9,7,11,5,9,8,13,9,9,6,4,7,17,4,7,6,7,6,6,10,6,3,6,6,11,14,2,4,4,1,rRNA
URS0000000629/uncultured,6,8,13,6,8,6,7,7,14,7,19,9,12,7,8,6,7,7,8,7,8,5,5,5,5,11,7,4,6,1,6,11,13,7,9,15,6,7,7,7,14,3,12,12,9,9,10,7,12,6,12,6,5,8,7,6,8,7,10,5,8,5,8,8,rRNA
URS000000062C/uncultured,2,7,5,6,4,5,4,5,2,3,11,3,7,0,2,2,4,4,3,1,2,0,5,2,7,4,3,4,3,2,4,1,6,5,1,5,4,4,5,2,9,1,3,6,8,3,5,2,2,5,8,4,3,3,1,1,4,2,4,2,2,2,3,2,rRNA
URS0000000630/uncultured,0,2,0,0,0,2,3,1,1,2,3,3,0,2,2,0,2,1,2,0,3,4,4,0,1,4,1,2,0,2,2,0,2,2,4,0,3,2,2,3,5,1,3,2,2,0,2,0,1,3,1,1,1,0,0,0,0,1,5,0,0,0,0,0,rRNA
URS0000000634/uncultured,18,25,21,11,21,27,32,17,26,30,32,23,13,24,29,10,17,18,26,12,20,16,29,17,23,32,44,23,20,12,26,14,40,24,39,22,23,22,31,29,46,29,44,26,27,16,35,16,25,24,20,16,16,21,18,10,17,21,31,23,6,8,14,5,rRNA
URS0000000636/Novosphingobium,17,21,22,12,25,23,21,21,25,35,27,24,17,22,26,17,21,18,28,7,24,13,29,18,24,30,31,22,16,15,24,19,39,20,33,26,22,19,31,24,38,28,42,26,25,21,41,16,20,24,27,19,13,21,22,13,20,20,39,21,7,9,9,10,rRNA
URS0000000637/uncultured,13,27,21,13,19,22,33,17,24,34,31,19,15,19,19,10,17,24,23,10,27,18,30,14,24,39,42,21,12,18,22,12,37,22,34,26,27,22,37,16,43,29,52,26,19,14,31,16,29,13,19,9,11,22,30,8,15,18,17,17,6,11,10,10,rRNA
URS0000000638/uncultured,6,11,11,4,9,10,12,14,12,14,18,11,11,6,9,5,8,10,10,4,8,5,12,4,14,17,13,8,10,5,12,6,22,9,15,8,9,7,14,13,18,12,12,11,11,8,15,10,8,12,12,12,6,6,9,8,7,7,15,6,2,7,6,5,rRNA
URS0000000639/uncultured,4,8,4,4,1,6,8,4,6,4,4,13,4,9,6,2,2,8,9,3,9,2,8,10,4,9,13,7,2,5,9,4,7,5,6,7,7,6,13,7,12,7,9,5,7,5,12,5,6,6,4,4,8,8,4,4,6,7,6,7,2,11,3,4,rRNA
URS000000063A/uncultured,6,11,7,5,13,5,8,5,11,8,17,11,10,8,11,5,8,6,11,3,8,5,6,4,7,13,9,4,6,1,9,4,15,8,12,14,9,5,6,8,13,9,12,6,7,6,6,6,9,8,9,9,7,5,4,7,5,6,5,6,7,1,10,5,rRNA
URS000000063B/uncultured,15,31,20,15,19,22,21,21,27,26,35,26,15,21,28,18,23,19,18,8,29,18,22,17,20,30,38,24,16,14,27,17,45,19,34,28,28,23,30,23,36,20,41,19,26,18,38,16,22,20,28,17,12,24,20,10,20,22,34,26,9,13,9,9,rRNA
URS000000063C/uncultured,3,7,5,6,6,3,5,4,4,7,4,5,6,3,6,7,6,1,3,4,0,0,2,1,3,6,6,6,5,1,3,2,5,1,12,7,4,1,5,1,5,2,8,7,10,1,9,10,9,4,4,5,4,6,6,2,8,5,7,4,4,2,2,5,rRNA
URS0000000641/uncultured,2,5,0,1,4,1,5,2,3,1,4,6,2,7,1,1,2,1,4,2,3,5,5,1,3,3,3,3,3,1,3,1,6,1,6,3,4,2,4,2,4,1,5,5,3,2,7,1,3,4,3,2,1,2,1,0,2,5,5,3,1,1,0,1,rRNA
URS0000000647/uncultured,12,23,22,16,22,18,24,16,24,29,31,25,16,25,24,20,22,20,17,11,27,17,27,12,26,27,34,16,15,13,25,24,38,20,35,23,20,22,33,28,40,26,45,25,23,19,35,17,23,22,29,16,14,20,17,16,17,21,37,24,10,10,13,9,rRNA
URS0000000648/uncultured,6,5,6,4,6,17,4,5,4,10,7,4,6,6,5,6,7,3,9,11,10,14,12,8,9,8,7,11,10,16,10,10,5,5,5,9,6,7,6,12,2,7,9,10,9,11,6,7,4,7,8,7,10,18,9,11,3,12,8,5,4,8,5,9,rRNA
URS0000000652/Paenibacillus,7,17,11,12,16,20,11,5,14,12,14,16,8,14,11,8,13,12,14,4,14,11,15,11,12,17,18,11,6,8,15,6,19,11,19,12,11,8,19,11,19,11,24,13,15,8,22,10,11,14,11,8,12,13,8,3,11,8,17,16,6,4,4,5,rRNA
URS0000000654/uncultured,5,7,3,4,5,4,5,3,4,7,7,4,3,6,3,4,3,4,5,2,8,3,4,1,6,6,6,5,4,3,7,4,5,5,5,9,6,3,6,3,2,4,7,3,2,2,9,7,7,5,4,1,5,7,4,4,7,3,3,5,2,2,1,1,rRNA
URS000000065A/uncultured,3,7,9,6,8,10,9,4,11,16,15,5,10,6,10,5,7,7,6,4,6,7,8,8,10,14,19,8,5,2,11,5,20,6,20,7,9,8,16,9,14,16,22,16,7,9,14,3,13,7,9,3,3,7,11,3,6,4,15,6,2,1,2,7,rRNA
URS000000065B/uncultured,12,9,8,7,6,7,10,7,11,6,8,12,7,9,8,9,9,8,9,6,6,1,10,6,3,10,8,5,6,4,8,9,9,7,8,12,7,7,6,8,12,7,14,4,10,7,15,4,10,6,8,8,9,11,5,3,15,4,8,9,4,5,3,7,rRNA
URS000000065E/uncultured,4,8,10,4,9,5,8,5,11,12,13,2,7,3,8,5,6,3,7,3,5,3,3,5,8,10,6,7,3,4,8,3,20,3,16,8,5,2,8,5,12,8,14,12,8,5,8,4,7,5,6,5,2,5,8,6,5,2,9,6,3,6,4,5,rRNA
URS0000000661/uncultured,9,9,10,9,9,10,9,7,11,8,12,7,12,2,12,9,9,5,6,4,8,4,6,3,8,17,9,5,5,2,10,1,13,8,13,9,6,7,10,9,17,3,13,12,12,4,7,8,10,10,12,9,3,4,4,4,6,6,12,4,6,4,6,5,rRNA
URS0000000665/uncultured,2,9,3,2,6,3,7,5,7,10,11,4,2,5,7,0,6,7,6,3,5,4,7,5,5,14,14,2,4,2,10,3,11,5,8,5,3,14,14,10,15,8,20,11,5,2,10,2,1,6,7,1,4,3,4,3,5,3,11,4,1,2,5,3,rRNA
URS0000000668/uncultured,0,2,1,1,2,4,3,0,1,2,1,1,0,0,1,1,2,0,1,2,3,2,2,2,1,3,3,3,0,4,1,1,2,1,3,1,1,3,2,0,2,3,2,1,2,0,3,2,0,3,0,0,2,2,2,0,0,0,4,3,1,0,1,0,rRNA
URS000000066B/uncultured,5,7,5,4,5,4,8,5,8,6,8,1,5,2,9,8,4,4,3,1,8,1,6,1,8,8,7,5,4,3,8,3,7,6,3,8,2,7,8,7,10,2,10,12,10,4,8,5,4,10,12,7,4,4,1,5,6,6,6,5,1,2,5,2,rRNA
URS0000000672/uncultured,26,24,28,29,24,13,25,18,28,19,33,35,28,22,22,22,27,9,19,17,16,11,13,11,14,21,15,9,25,9,19,16,46,11,27,33,12,9,20,16,26,19,28,23,28,15,31,19,26,25,26,22,20,14,12,17,29,12,28,24,20,19,17,20,rRNA
URS0000000673/uncultured,7,22,13,11,14,13,16,11,19,19,19,13,15,9,23,8,12,10,13,6,13,9,11,6,13,19,22,15,10,3,13,5,32,16,21,16,8,9,19,13,23,9,25,22,20,7,20,11,17,9,18,9,10,7,10,11,12,15,18,7,7,4,9,5,rRNA
URS0000000674/uncultured,2,9,5,4,8,4,7,5,7,9,13,3,3,4,6,1,6,7,7,2,6,5,4,5,5,16,13,5,3,4,12,2,12,6,6,6,4,10,14,11,12,7,11,7,8,3,9,6,4,7,5,1,2,3,11,3,7,6,8,3,1,1,1,3,rRNA
URS000000067B/uncultured,10,12,10,12,14,12,18,15,16,23,24,17,8,15,14,7,16,15,16,6,19,10,18,7,13,28,22,16,10,8,21,9,30,13,32,13,9,15,28,17,26,26,38,20,13,13,29,10,14,9,10,9,17,17,14,3,9,9,30,15,3,9,7,8,rRNA
URS000000067C/uncultured,4,7,7,5,7,9,9,7,8,9,18,9,9,6,9,2,11,6,7,6,7,4,5,6,8,14,13,5,6,3,11,4,10,9,13,12,8,12,12,6,14,8,14,10,9,6,7,11,9,4,10,5,7,8,6,4,4,9,12,6,4,3,8,5,rRNA
URS000000067E/uncultured,4,9,10,10,7,13,8,10,13,18,15,7,4,14,16,7,9,6,8,7,12,8,14,8,14,14,12,11,6,4,13,4,23,12,21,8,8,9,14,13,15,11,28,13,12,6,15,6,10,13,9,6,8,9,7,3,13,3,17,10,7,2,7,6,rRNA
URS0000000682/uncultured,5,6,4,1,7,7,7,7,10,10,17,4,4,7,10,2,3,10,13,5,7,9,5,4,11,18,12,6,2,7,9,3,16,8,9,4,6,11,18,12,14,7,22,10,10,6,6,3,6,4,11,3,3,8,8,6,4,5,7,5,0,1,5,1,rRNA
URS0000000683/uncultured,7,18,18,14,12,11,14,10,20,9,20,11,21,10,16,16,14,10,9,10,9,7,8,6,14,13,10,16,8,1,10,9,22,6,21,25,12,7,9,8,17,8,21,15,15,12,16,16,23,8,13,9,9,8,16,7,14,15,15,12,11,10,13,15,rRNA
URS0000000686/uncultured,10,13,8,7,14,37,14,17,16,25,13,12,6,20,11,16,16,30,25,15,34,50,30,26,20,34,25,23,18,33,26,22,10,18,14,17,24,32,20,24,11,22,20,20,13,15,22,22,7,18,16,14,20,34,33,19,11,26,14,11,9,20,12,13,rRNA
URS0000000687/uncultured,7,8,10,7,8,9,12,11,13,13,11,14,5,9,14,5,10,8,10,4,8,6,5,8,8,11,14,7,6,7,14,8,18,10,20,10,7,6,15,9,16,15,18,14,13,4,16,11,9,10,13,2,8,10,9,4,15,5,15,14,5,4,6,6,rRNA
URS0000000689/Sphingobacteriaceae,10,17,18,12,15,11,6,13,19,14,21,14,15,6,18,6,10,5,11,7,9,7,7,7,14,14,12,8,10,3,13,11,21,12,17,20,14,6,12,6,16,10,19,14,14,8,13,14,17,15,15,7,10,7,12,8,9,8,14,10,12,6,8,8,rRNA
URS000000068F/uncultured,5,13,11,6,7,8,8,6,8,12,8,11,11,7,17,5,9,3,6,3,3,3,5,3,8,11,7,13,4,2,5,8,15,5,13,16,6,1,12,4,12,6,12,14,16,2,10,9,18,5,10,6,7,7,11,3,5,7,8,10,9,3,9,9,rRNA
URS0000000690/Agrobacterium,2,5,2,1,6,6,7,7,3,3,8,6,2,6,4,3,7,3,6,3,5,6,5,4,3,10,4,5,2,3,5,4,7,3,12,6,5,2,3,3,8,5,5,4,7,5,7,3,3,6,4,2,5,3,5,3,4,4,7,5,3,4,1,1,rRNA
URS0000000691/uncultured,7,10,5,10,10,6,9,8,10,10,13,6,5,5,11,2,9,7,7,3,10,4,6,3,11,10,9,6,4,4,9,4,15,9,12,4,4,7,14,10,20,7,17,10,9,6,8,3,5,8,11,5,1,5,7,3,5,7,10,3,1,2,6,8,rRNA
